Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
2,16,0,Konut,85,2+1,16.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
4,14,0,Konut,175,3+1,Yüksek Giriş,Merkezi Doğalgaz,2900000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,3,Barbaros Mahallesi
0 (Yeni),2,0,Konut,190,5+1,Düz Giriş,Kombi Doğalgaz,5850000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,4,Gesi Mahallesi
0 (Yeni),13,0,Konut,155,4+1,1.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,3,Saray Bosna Mahallesi
5-10,14,0,Konut,180,4+1,9.Kat,Merkezi (Pay Ölçer),2600000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,3,Barbaros Mahallesi
5-10,8,0,Konut,250,6+1,8.Kat,Merkezi (Pay Ölçer),7750000,Kayseri - Kocasinan - Yıldızevler Mahallesi,Kayseri,3,Yıldızevler Mahallesi
5-10,12,2,Konut,125,3+1,2.Kat,Merkezi (Pay Ölçer),1475000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
2,13,0,Konut,105,3+1,13.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
3,8,2,Konut,130,3+1,5.Kat,Kombi Doğalgaz,1675000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,4,Battalgazi Mahallesi
16-20,9,2,Konut,195,4+1,8.Kat,Merkezi Doğalgaz,3450000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,3,Erciyesevler Mahallesi
5-10,12,1,Konut,160,3+1,10.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
5-10,12,2,Konut,140,3+1,7.Kat,Merkezi (Pay Ölçer),1500000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,3,Ertuğrul Gazi Mahallesi
5-10,14,2,Konut,165,3+1,8.Kat,Merkezi Doğalgaz,1750000,Kayseri - Kocasinan - Argıncık Mahallesi,Kayseri,3,Argıncık Mahallesi
5-10,3,2,Konut,250,6+1,Düz Giriş,Kombi Doğalgaz,11500000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,4,Erenköy Mahallesi
2,9,1,Konut,140,3+1,9.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,3,Osmangazi Mahallesi
21 Ve Üzeri,14,0,Konut,230,4+1,10.Kat,Merkezi Doğalgaz,2950000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,4,Alpaslan Mahallesi
0 (Yeni),12,0,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),165000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),12,0,Konut,100,2+1,4.Kat,Merkezi (Pay Ölçer),96000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),12,0,Konut,135,4+1,4.Kat,Merkezi Doğalgaz,650000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),10,0,Konut,220,4+1,4.Kat,Merkezi Doğalgaz,3300000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
21 Ve Üzeri,5,2,Konut,130,3+1,5.Kat,Kombi Doğalgaz,1150000,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,Kayseri,4,Osman Kavuncu Mahallesi
16-20,2,0,Konut,150,3+1,Düz Giriş,Sobalı,1100000,Kayseri - Melikgazi - Ağırnas Mahallesi,Kayseri,4,Ağırnas Mahallesi
0 (Yeni),14,0,Konut,90,2+1,9.Kat,Merkezi (Pay Ölçer),310000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
16-20,2,1,Konut,361,3+1,Düz Giriş,Sobalı,5500000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,4,Yıldırım Beyazıt Mahallesi
0 (Yeni),13,0,Konut,110,3+1,1.Kat,Merkezi (Pay Ölçer),550000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),2,0,Konut,200,4+1,Düz Giriş,Kombi Doğalgaz,6750000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),14,0,Konut,140,3+1,1.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
21 Ve Üzeri,2,1,Konut,219,3+1,Düz Giriş,Sobalı,1000000,Kayseri - Kocasinan - Argıncık Mahallesi,Kayseri,3,Argıncık Mahallesi
5-10,15,0,Konut,200,4+1,7.Kat,Merkezi Doğalgaz,3450000,Kayseri - Kocasinan - Kocasinan Mahallesi,Kayseri,3,Kocasinan Mahallesi
0 (Yeni),15,0,Konut,135,3+1,10.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
16-20,3,2,Konut,350,7+2,Düz Giriş,Isıtma Yok,5999000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Kayseri,4,Kazımkarabekir Mahallesi
0 (Yeni),14,0,Konut,87,2+1,2.Kat,Merkezi (Pay Ölçer),1000000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,4,Tavlusun Mahallesi
5-10,14,2,Konut,135,3+1,14.Kat,Merkezi Doğalgaz,1535000,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Kayseri,4,30 Ağustos Mahallesi
0 (Yeni),9,0,Konut,130,3+1,5.Kat,Merkezi (Pay Ölçer),2380000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,4,Battalgazi Mahallesi
21 Ve Üzeri,8,2,Konut,120,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),965000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,3,Mimarsinan Mahallesi
21 Ve Üzeri,14,2,Konut,195,4+1,2.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
4,3,2,Konut,300,1+1,Villa Tipi,Kombi Doğalgaz,4850000,Kayseri - Melikgazi - Mimarsinan Mahallesi,Kayseri,4,Mimarsinan Mahallesi
2,2,2,Konut,120,2+1,Düz Giriş,Sobalı,2500000,Kayseri - Melikgazi - Kayabağ Mahallesi,Kayseri,4,Kayabağ Mahallesi
2,12,0,Konut,90,2+1,9.Kat,Merkezi (Pay Ölçer),1110000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
3,10,2,Konut,180,4+1,1.Kat,Merkezi (Pay Ölçer),2500000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,3,Yakut Mahallesi
11-15,14,2,Konut,250,4+1,12.Kat,Merkezi (Pay Ölçer),5200000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,4,Yıldırım Beyazıt Mahallesi
2,14,2,Konut,132,3+1,10.Kat,Merkezi (Pay Ölçer),2050000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
5-10,10,1,Konut,150,3+1,3.Kat,Kombi Doğalgaz,1300000,Kayseri - Kocasinan - Argıncık Mahallesi,Kayseri,3,Argıncık Mahallesi
0 (Yeni),2,0,Konut,200,6+2,Düz Giriş,Kombi Doğalgaz,7500000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,4,Altınoluk Mahallesi
5-10,12,2,Konut,125,3+1,5.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),10,0,Konut,135,3+1,2.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,3,Ertuğrul Gazi Mahallesi
21 Ve Üzeri,3,0,Konut,540,6+4,Düz Giriş,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,4,Erenköy Mahallesi
5-10,4,2,Konut,100,2+1,,Kombi Doğalgaz,3650000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Kayseri,4,Danişmend Gazi Mahallesi
11-15,14,2,Konut,150,3+1,12.Kat,Kombi Doğalgaz,2090000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,3,Seyrani Mahallesi
11-15,10,2,Konut,150,3+1,3.Kat,Kombi Doğalgaz,2375000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
11-15,12,1,Konut,240,4+1,2.Kat,Merkezi Doğalgaz,3460000,Kayseri - Melikgazi - Alpaslan Mahallesi,Kayseri,4,Alpaslan Mahallesi
21 Ve Üzeri,8,0,Konut,140,3+1,8.Kat,Merkezi Doğalgaz,1650000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Kayseri,4,Kılıçaslan Mahallesi
11-15,14,2,Konut,115,3+1,1.Kat,Merkezi Doğalgaz,1100000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
21 Ve Üzeri,3,1,Konut,120,3+1,3.Kat,Kombi Doğalgaz,785000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
5-10,3,1,Konut,385,9+ Oda,Villa Tipi,Kombi Doğalgaz,13500000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,4,Erenköy Mahallesi
1,2,2,Konut,300,5+1,Düz Giriş,Yerden Isıtma,9980000,Kayseri - Melikgazi - Eğribucak Mahallesi,Kayseri,4,Eğribucak Mahallesi
5-10,14,2,Konut,135,3+1,5.Kat,Merkezi Doğalgaz,1455000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,4,19 Mayıs Mahallesi
11-15,15,2,Konut,135,3+1,10-20.Kat,Merkezi Doğalgaz,1700000,Kayseri - Melikgazi - Gülük Mahallesi,Kayseri,4,Gülük Mahallesi
0 (Yeni),13,0,Konut,130,3+1,6.Kat,Merkezi (Pay Ölçer),1590000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
1,13,0,Konut,135,3.5+1,6.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
11-15,1,0,Konut,150,2+1,Bahçe Katı,Sobalı,2200000,Kayseri - Melikgazi - Bağpınar Mahallesi,Kayseri,4,Bağpınar Mahallesi
0 (Yeni),10,0,Konut,135,3+1,2.Kat,Merkezi Doğalgaz,1575000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
5-10,2,2,Konut,250,4+1,Bahçe Dublex,Sobalı,6750000,Kayseri - Kocasinan - Oymaağaç Mahallesi,Kayseri,3,Oymaağaç Mahallesi
21 Ve Üzeri,7,2,Konut,160,3+1,1.Kat,Merkezi Doğalgaz,990000,Kayseri - Melikgazi - Gülük Mahallesi,Kayseri,4,Gülük Mahallesi
0 (Yeni),10,0,Konut,180,3+1,8.Kat,Merkezi Doğalgaz,2100000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
2,10,0,Konut,140,3+1,2.Kat,Merkezi Doğalgaz,1640000,Kayseri - Melikgazi - Esentepe Mahallesi,Kayseri,4,Esentepe Mahallesi
1,12,0,Konut,140,4+1,2.Kat,Merkezi (Pay Ölçer),2390000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,3,Zümrüt Mahallesi
5-10,12,1,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,1300000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,3,Osmangazi Mahallesi
5-10,10,1,Konut,185,4+1,4.Kat,Merkezi Doğalgaz,2225000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,3,Erciyesevler Mahallesi
0 (Yeni),3,0,Konut,250,6+1,Düz Giriş,Kombi Doğalgaz,11000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
21 Ve Üzeri,5,2,Konut,100,3+1,4.Kat,Kombi Doğalgaz,970000,Kayseri - Melikgazi - Anafartalar Mahallesi,Kayseri,4,Anafartalar Mahallesi
5-10,2,2,Konut,450,9+ Oda,Düz Giriş,Kombi Doğalgaz,18000000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,4,Erenköy Mahallesi
0 (Yeni),12,0,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,1560000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,3,Zümrüt Mahallesi
1,14,2,Konut,145,3+1,4.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,4,Battalgazi Mahallesi
4,9,0,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),1590000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
21 Ve Üzeri,1,2,Konut,110,2+1,Düz Giriş,Kombi Doğalgaz,1250000,Kayseri - Kocasinan - Yeşil Mahallesi,Kayseri,3,Yeşil Mahallesi
0 (Yeni),12,0,Konut,120,3+1,5.Kat,Merkezi Doğalgaz,1535000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
0 (Yeni),8,0,Konut,140,3+1,1.Kat,Kombi Doğalgaz,1475000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,3,Yavuzlar Mahallesi
5-10,12,0,Konut,135,3+1,10.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Melikgazi - Fatih Mahallesi,Kayseri,4,Fatih Mahallesi
0 (Yeni),7,0,Konut,130,3+1,3.Kat,Merkezi (Pay Ölçer),1590000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,3,Osmangazi Mahallesi
11-15,5,1,Konut,190,3+1,1.Kat,Kombi Doğalgaz,1389000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,3,Barbaros Mahallesi
2,2,0,Konut,380,5+1,Düz Giriş,Kombi Doğalgaz,8350000,Kayseri - Melikgazi - Hisarcık Mahallesi,Kayseri,4,Hisarcık Mahallesi
16-20,6,2,Konut,144,3+1,4.Kat,Kombi Doğalgaz,1460000,Kayseri - Melikgazi - Yeniköy Mahallesi,Kayseri,4,Yeniköy Mahallesi
0 (Yeni),10,0,Konut,130,3+1,3.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),13,0,Konut,140,3+1,3.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),14,0,Konut,135,3.5+1,1.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
21 Ve Üzeri,9,1,Konut,150,3+1,3.Kat,Merkezi Doğalgaz,1325000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
21 Ve Üzeri,8,2,Konut,170,4+1,7.Kat,Merkezi Doğalgaz,2150000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
0 (Yeni),15,0,Konut,95,2+1,6.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
1,6,0,Konut,120,3+1,2.Kat,Kombi Doğalgaz,1380000,Kayseri - Melikgazi - Gökkent Mahallesi,Kayseri,4,Gökkent Mahallesi
5-10,13,1,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,1360000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),14,0,Konut,145,3+1,11.Kat,Merkezi (Pay Ölçer),1790000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
0 (Yeni),2,0,Konut,200,4+1,Bahçe Dublex,Kombi Doğalgaz,5500000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,4,Gesi Mahallesi
0 (Yeni),5,0,Konut,135,3+1,3.Kat,Kombi Doğalgaz,1875000,Kayseri - Kocasinan - Erkilet Mahallesi,Kayseri,3,Erkilet Mahallesi
0 (Yeni),14,0,Konut,95,2.5+1,12.Kat,Merkezi Doğalgaz,1125000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,3,Yavuzlar Mahallesi
0 (Yeni),10,0,Konut,95,2+1,6.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),14,0,Konut,135,3+1,2.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),9,0,Konut,120,3+1,6.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,Kayseri,4,Aydınlıkevler Mahallesi
4,9,2,Konut,120,2.5+1,4.Kat,Merkezi (Pay Ölçer),1120000,Kayseri - Melikgazi - Anbar Mahallesi,Kayseri,4,Anbar Mahallesi
5-10,13,1,Konut,120,3+1,11.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),14,0,Konut,155,4+1,4.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Kocasinan - Alsancak Mahallesi,Kayseri,3,Alsancak Mahallesi
0 (Yeni),14,0,Konut,110,3+1,14.Kat,Merkezi Doğalgaz,1310000,Kayseri - Kocasinan - Turgut Reis Mahallesi,Kayseri,3,Turgut Reis Mahallesi
0 (Yeni),10,0,Konut,149,4+1,7.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
0 (Yeni),8,0,Konut,140,3+1,1.Kat,Kombi Doğalgaz,1475000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,3,Yavuzlar Mahallesi
4,12,1,Konut,130,3+1,10.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),10,0,Konut,130,3+1,1.Kat,Merkezi (Pay Ölçer),1890000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
3,15,2,Konut,132,3+1,10.Kat,Merkezi Doğalgaz,1690000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),14,0,Konut,140,4+1,8.Kat,Merkezi Doğalgaz,2800000,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Kayseri,4,30 Ağustos Mahallesi
5-10,15,1,Konut,120,3+1,10-20.Kat,Merkezi (Pay Ölçer),1599000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),3,0,Konut,430,4+2,3.Kat,Kombi Doğalgaz,10500000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,4,Erenköy Mahallesi
1,10,2,Konut,135,3+1,10.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
16-20,11,1,Konut,120,3+1,9.Kat,Kombi Doğalgaz,1135000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,3,Yavuzlar Mahallesi
0 (Yeni),11,0,Konut,135,3+2,3.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
0 (Yeni),9,0,Konut,130,3+1,4.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
0 (Yeni),13,0,Konut,140,3+1,10.Kat,Merkezi Doğalgaz,2050000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,3,Sancaktepe Mahallesi
1,23,0,Konut,185,4+1,7.Kat,Merkezi Doğalgaz,7500000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
0 (Yeni),11,0,Konut,100,2+1,3.Kat,Kombi Doğalgaz,1700000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Kayseri,4,Kılıçaslan Mahallesi
2,9,2,Konut,130,3+1,8.Kat,Merkezi Doğalgaz,2245000,Kayseri - Melikgazi - Kocatepe Mahallesi,Kayseri,4,Kocatepe Mahallesi
0 (Yeni),6,0,Konut,140,3+1,4.Kat,Kombi Doğalgaz,1880000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
4,12,0,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),5700000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,3,Erciyesevler Mahallesi
0 (Yeni),12,0,Konut,135,3+1,2.Kat,Merkezi Doğalgaz,1750000,Kayseri - Kocasinan - Yavuzlar Mahallesi,Kayseri,3,Yavuzlar Mahallesi
0 (Yeni),12,0,Konut,125,3+1,1.Kat,Kat Kaloriferi,1650000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,3,Zümrüt Mahallesi
0 (Yeni),14,0,Konut,100,3+1,4.Kat,Merkezi (Pay Ölçer),560000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
16-20,4,1,Konut,100,9+ Oda,4.Kat,Kombi Doğalgaz,2450000,Kayseri - Melikgazi - Osmanlı Mahallesi,Kayseri,4,Osmanlı Mahallesi
0 (Yeni),6,0,Konut,135,3+1,1.Kat,Kombi Doğalgaz,1900000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,3,Mithatpaşa Mahallesi
21 Ve Üzeri,3,0,Konut,160,3+1,3.Kat,Kombi Doğalgaz,1200000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,3,Barbaros Mahallesi
0 (Yeni),12,0,Konut,120,2.5+1,5.Kat,Merkezi Doğalgaz,540000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
11-15,3,1,Konut,100,2+1,3.Kat,Kombi Doğalgaz,840000,Kayseri - Kocasinan - General Emir Mahallesi,Kayseri,3,General Emir Mahallesi
11-15,14,2,Konut,130,3+1,3.Kat,Merkezi Doğalgaz,1615000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,3,Uğurevler Mahallesi
0 (Yeni),12,0,Konut,150,4+1,11.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),14,0,Konut,120,3+1,8.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,3,Seyrani Mahallesi
1,7,0,Konut,130,3+1,3.Kat,Kombi Doğalgaz,1980000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,3,Mithatpaşa Mahallesi
21 Ve Üzeri,3,2,Konut,115,3+1,3.Kat,Doğalgaz Sobalı,775000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Kayseri,4,Kılıçaslan Mahallesi
11-15,14,1,Konut,135,3+1,12.Kat,Merkezi Doğalgaz,1510000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,4,Battalgazi Mahallesi
11-15,10,1,Konut,140,3+1,4.Kat,Merkezi Doğalgaz,1125000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,3,Osmangazi Mahallesi
0 (Yeni),12,0,Konut,120,3+1,8.Kat,Merkezi (Pay Ölçer),1730000,Kayseri - Melikgazi - Gülük Mahallesi,Kayseri,4,Gülük Mahallesi
21 Ve Üzeri,7,1,Konut,125,3+1,3.Kat,Kombi Doğalgaz,945000,Kayseri - Kocasinan - Gevhernesibe Mahallesi,Kayseri,3,Gevhernesibe Mahallesi
5-10,12,0,Konut,240,4+1,6.Kat,Merkezi (Pay Ölçer),4575000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,3,Mimarsinan Mahallesi
21 Ve Üzeri,1,0,Konut,145,4+1,Düz Giriş,Isıtma Yok,350000,Kayseri - Kocasinan - Güneşli Mahallesi,Kayseri,3,Güneşli Mahallesi
5-10,3,2,Konut,350,6+2,Villa Tipi,Kombi Doğalgaz,12500000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
0 (Yeni),14,0,Konut,160,4+1,5.Kat,Merkezi (Pay Ölçer),3600000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
5-10,14,2,Konut,165,4+1,2.Kat,Merkezi (Pay Ölçer),5150000,Kayseri - Kocasinan - Yıldızevler Mahallesi,Kayseri,3,Yıldızevler Mahallesi
5-10,3,2,Konut,350,6+2,Villa Tipi,Kombi Doğalgaz,11500000,Kayseri - Melikgazi - Kıranardı Mahallesi,Kayseri,4,Kıranardı Mahallesi
0 (Yeni),12,0,Konut,90,2+1,7.Kat,Merkezi (Pay Ölçer),235000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
5-10,10,1,Konut,135,3+1,9.Kat,Merkezi Doğalgaz,1283000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,3,Hoca Ahmet Yesevi Mahallesi
16-20,12,1,Konut,100,3+1,4.Kat,Merkezi Doğalgaz,670000,Kayseri - Melikgazi - Mimarsinan Mahallesi,Kayseri,4,Mimarsinan Mahallesi
21 Ve Üzeri,7,1,Konut,135,3+1,3.Kat,Kombi Doğalgaz,1550000,Kayseri - Kocasinan - Gevhernesibe Mahallesi,Kayseri,3,Gevhernesibe Mahallesi
5-10,14,2,Konut,125,3+1,13.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,3,Uğurevler Mahallesi
0 (Yeni),12,0,Konut,120,3+1,8.Kat,Merkezi Doğalgaz,1850000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,3,Zümrüt Mahallesi
21 Ve Üzeri,3,0,Konut,125,3+1,2.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
